8319 32655
3725 2958 1
3725 3189 1
3725 3376 1
3725 3465 1
3726 3460 1
3729 204 1
3729 252 1
3729 420 1
3729 732 1
3729 2386 1
3729 2401 1
3729 2706 1
3729 2727 1
3729 2880 1
3729 2892 1
3729 3112 1
3729 3555 1
3730 1494 1
3730 2860 1
3730 3238 1
3730 3403 1
3731 1110 1
3731 1187 1
3731 2306 1
3732 891 1
3732 1792 1
3733 1015 1
3734 35 1
3734 151 1
3734 1068 1
3734 1272 1
3734 2481 1
3734 2636 1
3734 3326 1
3735 50 1
3735 288 1
3735 975 1
3735 1031 1
3735 1124 1
3735 1264 1
3735 1325 1
3735 1530 1
3735 1688 1
3735 2372 1
3735 2616 1
3735 2689 1
3735 2906 1
3735 3285 1
3735 3689 1
3737 5 1
3737 42 1
3737 89 1
3737 169 1
3737 196 1
3737 224 1
3737 272 1
3737 303 1
3737 371 1
3737 592 1
3737 602 1
3737 721 1
3737 747 1
3737 768 1
3737 898 1
3737 946 1
3737 995 1
3737 1174 1
3737 1237 1
3737 1254 1
3737 1416 1
3737 1665 1
3737 1878 1
3737 2889 1
3737 2928 1
3737 3321 1
3737 3334 1
3737 3635 1
3737 3647 1
3738 186 1
3738 1190 1
3738 2475 1
3738 2855 1
3739 628 1
3739 1524 1
3739 2088 1
3739 2652 1
3740 1414 1
3740 1938 1
3740 2139 1
3740 2394 1
3740 3388 1
3741 712 1
3741 2890 1
3741 3633 1
3742 2591 1
3743 867 1
3743 3725 1
3744 693 1
3744 822 1
3744 1000 1
3744 1011 1
3744 1497 1
3744 1508 1
3744 1686 1
3744 1811 1
3744 1947 1
3744 2120 1
3744 2470 1
3744 2738 1
3744 3091 1
3744 3184 1
3744 3665 1
3745 451 1
3745 1061 1
3747 936 1
3747 2755 1
3747 3650 1
3748 2291 1
3748 3017 1
3749 3207 1
3749 3412 1
3750 1087 1
3751 913 1
3751 1944 1
3751 2541 1
3752 1759 1
3752 2700 1
3753 965 1
3753 1180 1
3753 1253 1
3753 2128 1
3753 2970 1
3753 3515 1
3754 237 1
3754 687 1
3754 1932 1
3754 1953 1
3754 1982 1
3754 2085 1
3754 2215 1
3754 2567 1
3754 2883 1
3754 3175 1
3754 3392 1
3754 3708 1
3755 132 1
3755 663 1
3755 2261 1
3755 2430 1
3756 302 1
3759 113 1
3759 1988 1
3759 2050 1
3760 571 1
3760 1440 1
3760 1824 1
3760 2015 1
3760 2320 1
3760 2447 1
3760 2501 1
3760 3272 1
3761 293 1
3761 1394 1
3762 294 1
3762 905 1
3762 1067 1
3762 1836 1
3763 1931 1
3764 2402 1
3764 2932 1
3765 675 1
3765 1223 1
3765 1477 1
3765 1690 1
3765 3059 1
3766 61 1
3766 1493 1
3767 252 1
3767 466 1
3767 509 1
3767 559 1
3767 608 1
3767 663 1
3767 1065 1
3767 1704 1
3767 2095 1
3767 2401 1
3767 2553 1
3767 2727 1
3767 2831 1
3767 2892 1
3767 3360 1
3767 3729 1
3768 887 1
3768 1496 1
3768 1629 1
3768 2265 1
3769 1800 1
3769 2419 1
3769 2787 1
3770 1009 1
3770 1213 1
3770 2247 1
3771 372 1
3771 2242 1
3772 2516 1
3773 3634 1
3774 1129 1
3774 1227 1
3774 1894 1
3774 2364 1
3774 2994 1
3774 3361 1
3774 3693 1
3776 1951 1
3777 1759 1
3777 2932 1
3777 3279 1
3778 725 1
3779 640 1
3779 1197 1
3779 2331 1
3779 3444 1
3779 3545 1
3779 3584 1
3780 170 1
3780 712 1
3780 825 1
3780 1985 1
3780 2890 1
3780 3741 1
3781 366 1
3781 602 1
3781 2754 1
3781 2891 1
3781 2916 1
3781 3097 1
3781 3136 1
3781 3255 1
3781 3316 1
3781 3709 1
3782 12 1
3782 731 1
3782 1467 1
3782 1771 1
3782 1778 1
3782 2150 1
3782 2614 1
3782 3362 1
3783 617 1
3783 660 1
3783 2883 1
3783 3392 1
3783 3397 1
3784 1658 1
3785 1138 1
3786 725 1
3786 955 1
3786 1215 1
3786 1567 1
3786 1695 1
3786 1744 1
3786 2009 1
3786 2165 1
3786 3083 1
3787 2468 1
3787 3284 1
3789 738 1
3789 1782 1
3789 2479 1
3789 3545 1
3791 1242 1
3791 3496 1
3791 3508 1
3791 3519 1
3792 1038 1
3792 1137 1
3792 3024 1
3793 605 1
3793 2789 1
3794 797 1
3794 804 1
3794 846 1
3794 1186 1
3794 1779 1
3794 1945 1
3794 1978 1
3794 2869 1
3794 2888 1
3794 3200 1
3794 3663 1
3795 413 1
3795 463 1
3795 954 1
3795 2350 1
3796 156 1
3796 1825 1
3796 2437 1
3796 2922 1
3797 400 1
3797 558 1
3798 408 1
3798 658 1
3798 816 1
3798 1213 1
3798 2324 1
3798 2602 1
3798 3022 1
3799 108 1
3799 160 1
3799 344 1
3799 2835 1
3799 3098 1
3799 3335 1
3800 388 1
3800 699 1
3800 1049 1
3800 2207 1
3800 2518 1
3800 2730 1
3800 2782 1
3801 1344 1
3801 2978 1
3802 1079 1
3802 1827 1
3802 3454 1
3804 197 1
3804 585 1
3804 1495 1
3804 1663 1
3804 1993 1
3805 464 1
3806 108 1
3806 160 1
3806 660 1
3806 1276 1
3806 1529 1
3806 1736 1
3806 1956 1
3806 2212 1
3806 2289 1
3806 2516 1
3806 2571 1
3806 2945 1
3806 2954 1
3806 2998 1
3806 3009 1
3806 3185 1
3806 3338 1
3806 3359 1
3806 3772 1
3806 3799 1
3807 29 1
3807 95 1
3807 276 1
3807 352 1
3807 492 1
3807 890 1
3807 949 1
3807 1292 1
3807 1962 1
3807 2758 1
3807 3061 1
3808 979 1
3808 2829 1
3810 449 1
3810 1065 1
3810 2757 1
3810 3153 1
3810 3626 1
3811 707 1
3813 879 1
3813 1784 1
3813 2961 1
3814 1224 1
3814 2231 1
3815 1632 1
3815 3342 1
3817 365 1
3817 482 1
3817 505 1
3817 719 1
3817 1418 1
3817 2501 1
3817 2958 1
3817 3027 1
3818 3186 1
3819 117 1
3819 1925 1
3820 197 1
3820 420 1
3820 857 1
3820 1323 1
3820 1645 1
3820 2562 1
3820 3218 1
3820 3741 1
3821 723 1
3821 1747 1
3821 1992 1
3821 2858 1
3823 2791 1
3826 2358 1
3826 3417 1
3827 740 1
3827 2213 1
3827 2342 1
3827 2616 1
3827 3685 1
3828 37 1
3828 394 1
3828 596 1
3828 704 1
3828 947 1
3828 1599 1
3828 2682 1
3828 3318 1
3828 3355 1
3828 3489 1
3828 3527 1
3828 3534 1
3829 1256 1
3829 2883 1
3830 2437 1
3831 1581 1
3831 2029 1
3831 2065 1
3831 2556 1
3831 3442 1
3832 271 1
3832 2433 1
3834 2845 1
3834 3708 1
3835 814 1
3835 1224 1
3835 2231 1
3835 3814 1
3836 435 1
3836 511 1
3836 546 1
3836 882 1
3836 1119 1
3836 2690 1
3836 2974 1
3836 3441 1
3836 3623 1
3837 324 1
3837 1439 1
3837 2387 1
3838 520 1
3838 1034 1
3838 1649 1
3838 2122 1
3838 2900 1
3839 89 1
3839 208 1
3839 374 1
3839 853 1
3839 975 1
3839 1098 1
3839 1185 1
3839 1264 1
3839 1857 1
3839 2806 1
3839 3735 1
3840 880 1
3840 1623 1
3840 2718 1
3840 3015 1
3841 1207 1
3841 1238 1
3841 1854 1
3841 3032 1
3841 3203 1
3842 1201 1
3842 1205 1
3842 1813 1
3842 1815 1
3842 1955 1
3842 2527 1
3842 2968 1
3842 3771 1
3843 239 1
3843 1735 1
3844 649 1
3845 123 1
3845 2312 1
3845 2462 1
3845 3571 1
3846 706 1
3846 1222 1
3846 2002 1
3846 3110 1
3846 3167 1
3847 81 1
3847 1736 1
3847 2749 1
3847 3486 1
3848 42 1
3848 187 1
3848 946 1
3848 977 1
3848 1632 1
3848 1719 1
3848 1746 1
3848 2115 1
3848 3342 1
3848 3815 1
3849 240 1
3849 1461 1
3849 2271 1
3849 2952 1
3850 219 1
3851 139 1
3851 791 1
3851 845 1
3851 1122 1
3852 170 1
3852 667 1
3852 712 1
3852 825 1
3852 828 1
3852 1142 1
3852 1306 1
3852 1474 1
3852 1985 1
3852 2559 1
3852 2801 1
3852 2818 1
3852 2966 1
3852 3330 1
3852 3780 1
3853 3069 1
3854 860 1
3854 966 1
3854 1160 1
3854 2190 1
3854 2296 1
3854 2674 1
3855 2213 1
3856 431 1
3856 934 1
3856 1755 1
3856 1896 1
3856 1950 1
3856 1960 1
3856 2205 1
3856 2682 1
3856 3235 1
3856 3415 1
3857 3008 1
3858 238 1
3858 1637 1
3858 1690 1
3858 3659 1
3858 3671 1
3859 1000 1
3859 1100 1
3859 1279 1
3859 1346 1
3859 1380 1
3859 2423 1
3859 2470 1
3859 3598 1
3859 3665 1
3860 941 1
3860 2111 1
3861 1036 1
3863 1581 1
3863 2029 1
3863 2488 1
3863 2556 1
3863 2604 1
3863 3831 1
3864 2389 1
3865 1280 1
3865 3200 1
3866 118 1
3866 827 1
3866 1514 1
3866 3142 1
3866 3236 1
3867 286 1
3867 299 1
3867 586 1
3867 801 1
3867 1136 1
3867 1166 1
3867 1311 1
3867 1835 1
3867 1842 1
3867 2385 1
3868 2919 1
3868 3212 1
3868 3315 1
3868 3412 1
3869 1464 1
3869 1962 1
3869 2858 1
3869 3075 1
3869 3616 1
3870 42 1
3870 75 1
3870 148 1
3870 169 1
3870 196 1
3870 376 1
3870 1067 1
3870 1113 1
3870 2000 1
3870 2089 1
3870 2403 1
3870 2841 1
3870 3679 1
3870 3781 1
3871 208 1
3871 346 1
3871 521 1
3871 2089 1
3871 2754 1
3872 163 1
3872 359 1
3872 645 1
3872 1350 1
3873 488 1
3873 2819 1
3874 1701 1
3874 2021 1
3875 256 1
3875 299 1
3875 1950 1
3875 2856 1
3875 3530 1
3876 487 1
3876 835 1
3876 1657 1
3876 2394 1
3876 3479 1
3876 3638 1
3877 242 1
3877 402 1
3877 540 1
3877 561 1
3877 587 1
3877 977 1
3877 1002 1
3877 1042 1
3877 1319 1
3877 1368 1
3877 1466 1
3877 1470 1
3877 1733 1
3877 1836 1
3877 2631 1
3877 2784 1
3877 3696 1
3878 1397 1
3878 1556 1
3879 42 1
3879 294 1
3879 416 1
3879 1067 1
3879 1836 1
3879 3762 1
3880 473 1
3880 3498 1
3881 90 1
3881 110 1
3881 339 1
3881 521 1
3881 753 1
3881 766 1
3881 1731 1
3881 2256 1
3881 2987 1
3881 3136 1
3882 153 1
3882 607 1
3882 1388 1
3883 1062 1
3883 1326 1
3883 2169 1
3883 3340 1
3885 458 1
3885 1119 1
3885 1169 1
3885 1422 1
3885 1500 1
3885 1587 1
3885 2026 1
3885 2092 1
3885 3040 1
3885 3095 1
3885 3458 1
3885 3564 1
3886 416 1
3886 2183 1
3888 1770 1
3888 2052 1
3888 2276 1
3888 2531 1
3888 3408 1
3889 75 1
3889 439 1
3889 2841 1
3889 3635 1
3890 416 1
3890 1067 1
3890 1254 1
3890 3879 1
3891 3550 1
3893 324 1
3893 631 1
3893 677 1
3893 754 1
3893 1697 1
3893 1778 1
3893 1914 1
3893 1967 1
3893 1981 1
3893 2136 1
3893 2145 1
3893 2388 1
3893 2614 1
3893 2872 1
3893 3497 1
3894 2223 1
3894 3394 1
3895 1804 1
3895 1818 1
3895 1999 1
3895 3115 1
3896 401 1
3896 402 1
3896 848 1
3896 1113 1
3896 1524 1
3896 2466 1
3896 2689 1
3896 3108 1
3896 3147 1
3896 3735 1
3896 3839 1
3897 911 1
3897 1419 1
3897 1856 1
3898 2123 1
3898 2788 1
3898 2985 1
3898 3362 1
3899 192 1
3899 623 1
3899 1102 1
3899 1314 1
3900 81 1
3900 2749 1
3900 3847 1
3901 2391 1
3902 859 1
3902 2699 1
3902 3590 1
3903 2678 1
3903 2995 1
3904 487 1
3904 835 1
3904 1018 1
3904 1142 1
3904 1948 1
3904 2394 1
3904 2912 1
3904 3106 1
3904 3470 1
3904 3479 1
3904 3876 1
3905 372 1
3905 2575 1
3905 3293 1
3906 73 1
3906 1138 1
3906 1184 1
3906 2180 1
3906 3211 1
3906 3389 1
3907 1608 1
3908 561 1
3908 1002 1
3908 1836 1
3908 3877 1
3909 1270 1
3909 1894 1
3909 3064 1
3909 3223 1
3909 3428 1
3909 3558 1
3910 1083 1
3910 2344 1
3910 2687 1
3910 2726 1
3910 3233 1
3912 652 1
3912 725 1
3912 2532 1
3912 3786 1
3913 570 1
3914 77 1
3914 543 1
3914 1150 1
3914 3638 1
3915 676 1
3915 914 1
3915 3076 1
3915 3117 1
3915 3394 1
3916 716 1
3916 1252 1
3916 1415 1
3916 2609 1
3917 2398 1
3918 562 1
3918 1685 1
3918 2053 1
3918 2365 1
3918 2493 1
3918 2926 1
3921 1491 1
3921 1651 1
3922 3827 1
3923 72 1
3923 538 1
3923 848 1
3923 1470 1
3923 1498 1
3923 1733 1
3923 2089 1
3923 2367 1
3923 2659 1
3923 2891 1
3923 3316 1
3924 400 1
3924 592 1
3924 736 1
3924 1113 1
3924 1416 1
3924 1665 1
3924 1931 1
3924 2367 1
3924 2659 1
3924 2891 1
3924 3023 1
3924 3316 1
3926 2798 1
3927 1550 1
3927 2761 1
3928 7 1
3928 3719 1
3929 810 1
3929 1194 1
3929 1712 1
3929 2084 1
3929 3383 1
3930 282 1
3930 1439 1
3930 1484 1
3930 1778 1
3930 2136 1
3930 2387 1
3930 3837 1
3931 39 1
3932 1216 1
3932 2373 1
3933 994 1
3934 583 1
3934 1237 1
3934 1261 1
3934 1277 1
3934 1289 1
3934 1592 1
3934 3581 1
3935 323 1
3935 788 1
3935 1373 1
3935 2705 1
3935 2994 1
3936 396 1
3936 420 1
3936 509 1
3936 3469 1
3937 148 1
3937 1206 1
3937 1878 1
3938 1272 1
3938 2443 1
3938 2481 1
3938 3326 1
3940 323 1
3940 621 1
3940 806 1
3940 1271 1
3940 1313 1
3940 1458 1
3940 1680 1
3940 1843 1
3940 2061 1
3940 2106 1
3940 2692 1
3940 3428 1
3941 1417 1
3941 1652 1
3941 2282 1
3941 2441 1
3942 651 1
3942 1000 1
3942 1100 1
3942 2201 1
3942 2470 1
3942 2623 1
3942 3665 1
3942 3859 1
3943 814 1
3943 1158 1
3943 2153 1
3943 3227 1
3944 3352 1
3945 2335 1
3945 3586 1
3946 605 1
3946 725 1
3946 957 1
3946 2609 1
3946 2792 1
3947 642 1
3947 1478 1
3947 1797 1
3947 2121 1
3947 2987 1
3948 562 1
3948 1172 1
3948 2493 1
3948 2926 1
3948 3918 1
3950 954 1
3950 1222 1
3950 1311 1
3950 1395 1
3950 2379 1
3950 3110 1
3951 705 1
3951 800 1
3951 2434 1
3951 3791 1
3951 3933 1
3953 576 1
3953 1388 1
3953 2488 1
3954 551 1
3954 1939 1
3954 2833 1
3954 3487 1
3956 145 1
3956 176 1
3956 1990 1
3956 2144 1
3956 3029 1
3956 3558 1
3957 1160 1
3957 3576 1
3958 1417 1
3958 2657 1
3959 200 1
3959 1000 1
3959 1279 1
3959 1643 1
3959 2365 1
3959 2423 1
3959 2470 1
3959 3859 1
3960 1040 1
3960 1044 1
3960 3318 1
3960 3396 1
3961 290 1
3961 305 1
3961 1225 1
3961 1343 1
3961 3172 1
3963 8 1
3963 298 1
3963 1174 1
3963 3697 1
3964 3725 1
3964 3743 1
3965 471 1
3966 683 1
3967 589 1
3968 1644 1
3968 1708 1
3968 1778 1
3968 1967 1
3968 2465 1
3968 3135 1
3969 31 1
3969 1150 1
3969 1606 1
3969 1997 1
3969 2430 1
3969 2715 1
3969 3755 1
3971 717 1
3971 1060 1
3971 1305 1
3971 2574 1
3972 553 1
3972 1876 1
3972 2801 1
3972 3340 1
3973 443 1
3973 655 1
3973 1685 1
3973 2130 1
3973 2309 1
3974 967 1
3974 1597 1
3974 1603 1
3974 1984 1
3974 2688 1
3974 3425 1
3975 794 1
3975 1830 1
3976 174 1
3976 252 1
3976 254 1
3976 2750 1
3976 3181 1
3978 884 1
3978 3261 1
3979 1971 1
3979 2114 1
3979 2998 1
3980 348 1
3980 1323 1
3980 2139 1
3980 2412 1
3980 2559 1
3980 2766 1
3980 3330 1
3980 3465 1
3981 89 1
3981 494 1
3981 552 1
3981 1030 1
3981 2163 1
3981 2327 1
3981 2347 1
3983 1954 1
3984 458 1
3984 1500 1
3984 3885 1
3985 25 1
3985 197 1
3985 585 1
3985 1495 1
3985 1663 1
3986 578 1
3986 856 1
3986 982 1
3986 2025 1
3986 2437 1
3986 3613 1
3987 383 1
3987 1128 1
3987 1255 1
3987 1665 1
3987 1733 1
3987 1877 1
3987 2784 1
3988 1235 1
3988 3642 1
3989 324 1
3989 631 1
3989 677 1
3989 731 1
3989 1697 1
3989 1778 1
3989 1967 1
3989 2145 1
3989 2407 1
3989 3190 1
3989 3893 1
3990 208 1
3990 552 1
3990 848 1
3990 1916 1
3990 3839 1
3991 413 1
3991 954 1
3991 3795 1
3993 564 1
3993 2108 1
3994 144 1
3994 324 1
3994 677 1
3994 1471 1
3994 1644 1
3994 1778 1
3994 1879 1
3994 1967 1
3994 1981 1
3994 2387 1
3994 2388 1
3994 2614 1
3994 2872 1
3994 2877 1
3994 3026 1
3994 3135 1
3994 3356 1
3994 3497 1
3994 3837 1
3995 1264 1
3995 2689 1
3996 47 1
3996 1506 1
3996 1804 1
3996 1862 1
3996 2815 1
3996 3115 1
3997 1229 1
3997 1842 1
3997 1989 1
3998 386 1
3998 659 1
3999 77 1
3999 3812 1
4000 1428 1
4000 2933 1
4001 87 1
4001 1196 1
4001 1625 1
4001 1630 1
4002 156 1
4002 572 1
4002 1366 1
4002 1712 1
4002 2050 1
4002 3796 1
4003 655 1
4003 3477 1
4004 1224 1
4004 2997 1
4005 75 1
4005 958 1
4005 1325 1
4005 1522 1
4005 2115 1
4005 3507 1
4005 3889 1
4006 1142 1
4006 1150 1
4006 1305 1
4006 3852 1
4006 3971 1
4007 1614 1
4007 2536 1
4007 3735 1
4008 75 1
4008 295 1
4008 468 1
4008 3079 1
4008 3822 1
4009 725 1
4009 3786 1
4010 1524 1
4010 2304 1
4010 3271 1
4010 3505 1
4011 1230 1
4011 3285 1
4011 3332 1
4011 3351 1
4013 196 1
4013 460 1
4013 995 1
4013 1195 1
4013 1447 1
4013 1752 1
4013 2376 1
4013 2624 1
4013 2702 1
4013 2752 1
4013 3870 1
4014 372 1
4014 1844 1
4014 1971 1
4014 2114 1
4014 2242 1
4014 2575 1
4014 2998 1
4014 3487 1
4014 3905 1
4014 3954 1
4014 3979 1
4016 456 1
4016 2289 1
4016 2340 1
4016 3062 1
4017 2 1
4017 225 1
4017 439 1
4017 1196 1
4017 1564 1
4018 2156 1
4018 2286 1
4019 364 1
4019 811 1
4019 3283 1
4020 1288 1
4020 3724 1
4021 3278 1
4023 1008 1
4023 1169 1
4023 1894 1
4023 2666 1
4023 3064 1
4023 3558 1
4024 874 1
4024 2269 1
4024 2827 1
4025 1592 1
4025 3081 1
4026 35 1
4026 851 1
4026 1272 1
4026 1825 1
4026 2481 1
4026 2612 1
4028 3683 1
4029 751 1
4029 2883 1
4029 2982 1
4029 3832 1
4030 560 1
4030 871 1
4031 1536 1
4031 2433 1
4031 2938 1
4031 3003 1
4032 2248 1
4032 2279 1
4032 2280 1
4032 3047 1
4033 996 1
4033 1639 1
4033 2314 1
4033 3167 1
4033 3643 1
4033 3738 1
4034 75 1
4034 294 1
4035 93 1
4035 123 1
4035 922 1
4035 1037 1
4035 1338 1
4035 1732 1
4035 1967 1
4035 2036 1
4035 2312 1
4035 2423 1
4035 2434 1
4035 2462 1
4035 3421 1
4035 3571 1
4035 3625 1
4035 3845 1
4037 764 1
4037 1097 1
4037 3435 1
4038 2293 1
4039 656 1
4039 1635 1
4039 1774 1
4042 1189 1
4043 2391 1
4043 3668 1
4045 1150 1
4045 1997 1
4045 3444 1
4045 3969 1
4046 42 1
4046 75 1
4046 164 1
4046 242 1
4046 295 1
4046 387 1
4046 468 1
4046 615 1
4046 726 1
4046 1206 1
4046 1466 1
4046 1916 1
4046 2841 1
4046 3595 1
4046 3762 1
4048 181 1
4048 1232 1
4048 1701 1
4049 1166 1
4049 1177 1
4049 1502 1
4049 2001 1
4049 2093 1
4049 2452 1
4049 3150 1
4049 3193 1
4049 3198 1
4049 3246 1
4050 824 1
4050 1317 1
4050 1457 1
4051 77 1
4051 197 1
4051 289 1
4051 720 1
4051 1116 1
4051 1302 1
4051 1567 1
4051 1794 1
4051 1823 1
4051 2020 1
4051 2521 1
4051 2538 1
4051 3056 1
4051 3467 1
4052 138 1
4052 700 1
4052 751 1
4053 560 1
4053 2432 1
4054 1160 1
4054 3475 1
4055 165 1
4055 509 1
4055 608 1
4055 784 1
4055 1209 1
4055 1538 1
4055 1606 1
4055 1704 1
4055 1782 1
4055 2281 1
4055 2316 1
4055 2880 1
4055 3444 1
4055 3545 1
4055 3555 1
4055 3669 1
4055 3767 1
4055 4045 1
4056 1034 1
4057 3108 1
4058 208 1
4059 1134 1
4061 2403 1
4061 3870 1
4064 463 1
4064 954 1
4064 1346 1
4064 3991 1
4065 16 1
4065 453 1
4065 1260 1
4066 3308 1
4067 421 1
4067 3043 1
4067 3748 1
4068 110 1
4068 3445 1
4069 271 1
4070 2027 1
4071 1602 1
4071 3265 1
4072 883 1
4072 1113 1
4072 2563 1
4072 3241 1
4073 3474 1
4074 2625 1
4074 3273 1
4075 1432 1
4075 2192 1
4075 2883 1
4075 3211 1
4075 3389 1
4075 3906 1
4076 307 1
4077 877 1
4077 1892 1
4077 3100 1
4078 405 1
4078 796 1
4078 1798 1
4078 1941 1
4078 3695 1
4079 956 1
4079 1443 1
4079 2095 1
4080 127 1
4080 261 1
4080 764 1
4080 800 1
4080 1590 1
4080 2904 1
4080 3435 1
4080 3519 1
4081 176 1
4081 347 1
4081 672 1
4081 694 1
4081 882 1
4081 1119 1
4081 1307 1
4081 1653 1
4082 931 1
4082 2200 1
4084 2215 1
4084 3754 1
4085 2282 1
4085 3583 1
4086 1409 1
4087 3078 1
4088 330 1
4088 3140 1
4089 3278 1
4090 1000 1
4090 2738 1
4090 3184 1
4090 3665 1
4090 3697 1
4090 3744 1
4091 2733 1
4092 379 1
4092 670 1
4092 1452 1
4092 2126 1
4093 690 1
4094 504 1
4094 971 1
4094 1388 1
4094 1508 1
4094 1658 1
4094 2202 1
4094 2463 1
4094 2534 1
4094 3449 1
4094 3656 1
4095 816 1
4095 1929 1
4095 2951 1
4095 3798 1
4096 35 1
4096 55 1
4096 151 1
4096 264 1
4096 1272 1
4096 2636 1
4096 3734 1
4097 367 1
4097 3726 1
4098 1286 1
4099 458 1
4099 890 1
4099 1500 1
4099 3533 1
4099 3885 1
4099 3984 1
4102 314 1
4102 925 1
4102 2592 1
4103 1238 1
4103 1334 1
4103 1898 1
4103 2357 1
4104 704 1
4104 779 1
4104 1969 1
4104 2235 1
4104 2281 1
4104 2412 1
4104 2430 1
4104 2559 1
4104 2739 1
4104 3484 1
4104 3669 1
4105 121 1
4106 2754 1
4107 1814 1
4107 3571 1
4108 112 1
4108 217 1
4108 552 1
4108 641 1
4108 747 1
4108 869 1
4108 1031 1
4108 1112 1
4108 1254 1
4108 1368 1
4108 1391 1
4108 1592 1
4108 2372 1
4108 2616 1
4108 3437 1
4108 3737 1
4108 3844 1
4110 497 1
4110 560 1
4110 737 1
4110 740 1
4110 1046 1
4110 1410 1
4110 1476 1
4110 2209 1
4110 3615 1
4113 2054 1
4113 3666 1
4113 3675 1
4113 4021 1
4114 324 1
4114 731 1
4114 1083 1
4114 1644 1
4114 1778 1
4114 2465 1
4115 3186 1
4115 3818 1
4117 361 1
4117 1462 1
4117 2014 1
4118 508 1
4119 93 1
4119 123 1
4119 922 1
4119 1037 1
4119 1338 1
4119 1732 1
4119 2036 1
4119 2423 1
4119 2434 1
4119 3421 1
4119 3625 1
4119 4035 1
4121 440 1
4121 2103 1
4122 1332 1
4122 3784 1
4123 957 1
4124 1538 1
4124 2042 1
4124 2283 1
4124 3545 1
4124 4055 1
4126 656 1
4126 1269 1
4127 3082 1
4127 3145 1
4127 3147 1
4129 482 1
4129 713 1
4129 1969 1
4129 2412 1
4129 3450 1
4130 2907 1
4131 577 1
4131 1683 1
4131 3288 1
4132 992 1
4132 2964 1
4132 3626 1
4133 838 1
4135 444 1
4135 1326 1
4135 2964 1
4135 3329 1
4135 3626 1
4135 4132 1
4136 182 1
4136 380 1
4136 609 1
4136 1143 1
4136 3404 1
4136 3661 1
4136 3949 1
4137 589 1
4137 3967 1
4138 3853 1
4139 1405 1
4140 1503 1
4140 1697 1
4140 1967 1
4140 2084 1
4140 2363 1
4140 3134 1
4140 3336 1
4141 3355 1
4142 1412 1
4142 2704 1
4143 944 1
4143 2364 1
4144 1127 1
4144 2825 1
4144 3777 1
4145 186 1
4145 1415 1
4146 3621 1
4147 458 1
4147 1500 1
4147 3885 1
4147 3984 1
4147 4099 1
4148 4093 1
4149 1201 1
4149 1205 1
4149 1813 1
4149 1815 1
4149 2526 1
4149 2968 1
4149 3392 1
4149 3842 1
4150 2761 1
4150 3927 1
4150 4082 1
4151 3412 1
4151 3749 1
4152 223 1
4152 429 1
4152 707 1
4152 725 1
4152 1901 1
4152 2280 1
4152 2561 1
4152 3676 1
4152 3697 1
4152 3716 1
4152 3912 1
4153 52 1
4153 244 1
4153 590 1
4155 226 1
4155 516 1
4155 725 1
4155 999 1
4155 1000 1
4155 1011 1
4155 1926 1
4155 3485 1
4155 3640 1
4155 3697 1
4156 1289 1
4157 2086 1
4157 2412 1
4157 2559 1
4157 2766 1
4157 3330 1
4157 3980 1
4159 701 1
4159 1107 1
4160 552 1
4160 1154 1
4160 1206 1
4160 2820 1
4160 2841 1
4161 224 1
4161 928 1
4161 1746 1
4161 3136 1
4161 3553 1
4161 3781 1
4163 1213 1
4163 1886 1
4163 2552 1
4163 3529 1
4164 1318 1
4165 1044 1
4165 1199 1
4165 1400 1
4165 1789 1
4166 1940 1
4166 2068 1
4166 2650 1
4166 3044 1
4166 3138 1
4166 3639 1
4167 229 1
4167 330 1
4167 543 1
4167 1121 1
4167 1452 1
4167 2446 1
4167 2479 1
4167 3199 1
4167 3388 1
4167 3722 1
4168 317 1
4168 1142 1
4168 1948 1
4168 3105 1
4168 3470 1
4168 3626 1
4168 3638 1
4170 941 1
4170 2111 1
4171 1293 1
4171 1529 1
4171 1611 1
4171 2954 1
4171 3962 1
4172 3271 1
4172 4010 1
4173 3407 1
4174 2244 1
4175 1397 1
4175 1511 1
4175 1556 1
4176 3533 1
4177 431 1
4177 1755 1
4177 2205 1
4177 2682 1
4177 3235 1
4177 3415 1
4177 3856 1
4178 2708 1
4179 825 1
4179 1070 1
4179 1303 1
4179 1824 1
4180 1864 1
4182 2883 1
4182 3392 1
4182 3420 1
4182 3783 1
4182 4029 1
4183 50 1
4183 295 1
4183 468 1
4183 1206 1
4183 1473 1
4183 2183 1
4183 2466 1
4183 3575 1
4184 2047 1
4185 918 1
4185 1222 1
4185 1793 1
4186 375 1
4186 378 1
4186 974 1
4186 1101 1
4186 2015 1
4186 2246 1
4187 224 1
4187 238 1
4187 1847 1
4187 3671 1
4189 849 1
4190 271 1
4190 4069 1
4191 1214 1
4192 808 1
4193 372 1
4193 1939 1
4193 2349 1
4193 2998 1
4193 3003 1
4193 3847 1
4196 888 1
4196 1349 1
4196 1527 1
4196 2274 1
4196 2967 1
4196 3690 1
4197 1001 1
4197 1057 1
4197 1320 1
4197 2543 1
4198 422 1
4198 3264 1
4199 599 1
4199 2745 1
4200 66 1
4200 420 1
4200 2386 1
4200 2430 1
4200 3330 1
4200 3493 1
4200 4116 1
4201 1581 1
4201 2556 1
4201 3863 1
4202 844 1
4203 714 1
4203 3043 1
4203 3314 1
4203 3706 1
4204 35 1
4204 314 1
4204 658 1
4204 1520 1
4204 2636 1
4204 4096 1
4205 2054 1
